id,scheda,nctn,inventario,suffisso,cmpd,titolo,deso,l3,l4,piano,sala,contenitore,comune,via,geonote,dtzgi,dtzgf,dtzs,dtsi,dtsf,stcc,oss
10,,349187,117019,,09/03/2020,Melillo-349187,"Anello in oro caratterizzato da uno scarabeo in calcedonio di color miele, translucido e privo di incisioni, ben levigato sia nella faccia convessa che in quella piatta. La verga presenta una sezione romboidale con costolatura interna appiattita nel tratto inferiore. Il cerchio si affina procedendo verso le estremità a cupoletta, attraverso le quali passa il perno filiforme che collega il calcedonio all'anello e che si avvolge a quadruplice giro intorno alla verga. Lo scarabeo misura cm 1 x 0,6 Le dimensioni minute fa presupporre che l'anello, in un ottimo stato di conservazione, fosse destinato a un infante. Rinvenuto il 06.04.1960 nella tomba 4 in via Emilia a Taranto.",4,28,1,7,8,108,Via Emilia,,33,33,8,350,326,1,
13,,349190,121474,,09/03/2020,Melillo-349190,"Orecchino ad elice in oro in associazione con n. 121475, caratterizzato da terminali a teste femminili su collarini in filigrana. Caratterizzato da un corpo tubolare di lamina, cavo all'interno, ingrossato al centro e desinente in due protomi femminili bifronti, ciascuna composta da due parti ottenute a stampo e saldate insieme. Le testine, con capeli bipartiti sulla fronte, sono inserite in un collarino decorato alle estremità da una coppia di fili godronati che racchiudono un filo ondulato in filigrana. La lamina risulta schiacciata in alcuni punti. Proviene da una tomba rinvenuta in via Minniti il 18.09.1962. In base all'analisi del corredo l'ambito cronologico si definisce intorno al 330-320 a.C.",4,42,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
14,,349191,121475,,09/03/2020,Melillo-349191,"Orecchino ad elice in oro in associazione con n. 121474, caratterizzato da terminali a teste femminili su collarini in filigrana. Caratterizzato da un corpo tubolare di lamina, cavo all'interno, ingrossato al centro e desinente in due protomi femminili bifronti, ciascuna composta da due parti ottenute a stampo e saldate insieme. Le testine, con capeli bipartiti sulla fronte, sono inserite in un collarino decorato alle estremità da una coppia di fili godronati che racchiudono un filo ondulato in filigrana. La lamina risulta schiacciata in alcuni punti. Proviene da una tomba rinvenuta in via Minniti il 18.09.1962. In base all'analisi del corredo l'ambito cronologico si definisce intorno al 330-320 a.C.",4,42,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
15,,349192,121476,,09/03/2020,Melillo-349192,"Collana in oro costituita da trentotto vaghi lenticolari su lamina formati da due calotte schiacciate saldate nel punto di massima espansione. I terminali sono conici con foro passante, definiti alle estremità da un filo godronato e chiusi in basso da una semicalotta. I vaghi risultano sciolti, i terminali sono privi di filo di raccordo e la lamina è schiacciata in più punti. Il reperto proviene dalla tomba 1 rinvenuta a Taranto il 18.09.1962 nell'area dell'Ospedale SS. Annunziata, tra le vie Minniti, Dante e Crispi. Sia in base al corredo, sia in base agli altri oggetti di oreficeria rinvenuti, facenti parte della stessa parure, la collana è attribuibile alla produzione dell'inizio dell'ultimo venticinquennio del IV secolo a.C. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",4,35,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
19,,349193,121481,,09/03/2020,Melillo-349193,"Anello in argento dorato caratterizzato da un castone piatto di forma circolare, con margini assottigliati, privo di incisione. La verga ha il profilo esterno arrotondato, mentre all'interno presenta una costolatura appiattita. La superficie del castone risulta in parte abrasa. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",4,28,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
20,,349196,121482,,09/03/2020,Melillo-349196,"Specchio in bronzo, di forma discoidale con margine rilevato. Superficie riflettente con bordo ornato da tre cerchi incisi; superficie interna con coppia di linee incise e punto centrale. Risulta ossidato e corroso. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",49,763,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
24,,349197,121486,,09/03/2020,Melillo-349197,"Anello in ferro caratterizzato da un castone di forma ellittica. Il reperto risulta in pessimo stato di conservazione a causa dell'accentuata ossidazione; sembra essere stato inciso, come è deducibile dalla depressione centrale che si riscontra. Rinvenuto il 18.09.1962 nella tomba 1 in via Minniti a Taranto. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",4,28,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
29,,349186,194728,,09/03/2020,Melillo-349186,"Pelike apula a figure rosse su cui è dipinta una testa femminile ornata di orecchini ad elice con la spirale inserita nel lobo, secondo quanto documentato anche dalla monetazione di Siracusa.",43,556,1,7,8,108,,,33,33,8,350,326,1,scavo del 1976 da sequestro
11,,349199,121472,,09/03/2020,Melillo-349199,"Bottiglia apula a figure rosse. Argilla color nocciola, ingubbiatura, vernice nera, sovraddipintura in bianco e giallo. Caratterizzata da labbro estroflesso sagomato; collo a profilo concavo; corpo ovoidale; piede ad anello sagomato. Sul collo, bastoncelli tra linee parallele; sulla spalla, ovuli. Lato A: è raffigurata una donna seduta su pietre, vestita con il chitone con bottoni sulle spalle; indossa calzari, kekryphalos, stephane a raggi, orecchini con pendente, collana a vaghi, perikarpia. Con la mano destra regge una grande phiale, con la sinistra una corona da cui pende una tenia con lacci. Il terreno è reso con una fila discontinua di punti. Nel campo: rosette, dischetto con punti, tenia con lacci, gruppi di tre punti. Sovraddipinti: i calzari, le pietre, i monili, tutti gli attributi e gli elementi in campo. Lato B: è rappresentata una grande palmetta inquadrata da girali multipli, con interposte foglie sfrangiate; in alto ai lati della scena fiore campanulato. In basso, linea continua. Scheggiato. L'orlo ha un diametro di cm 5,4 e il piede un diametro di cm 6,8. La bottiglia proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,465,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
12,,349202,121473,,09/03/2020,Melillo-349202,"Lekythos in stile di Gnathia. Argilla nocciola, ingubbiatura, vernice nera, sovraddipintura in bianco, giallo e paonazzo. Caratterizzata da bocchino campanulato, collo a profilo concavo distinto, corpo ovoide, piede a disco sagomato al taglio con basso stelo, ansa piatta all'interno, convessa all'esterno con cordolo centrale. Sul collo, bastoncelli; sulla spalla e al distto della scena figurata ovoli graffiti tra coppie di linee graffite. Sulla fronte, Erote nudo incedente verso destra con la testa volta indietro; tiene con la mano destra una corona, con la sinistra una patera; ai lati girali. Nel campo tenia con lacci, gruppi di tre punti. Restaurata, piccole lacune. L'orlo ha un diametro di cm 5,6 e il piede un diametro di cm 7. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,537,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
17,,349205,121478,,09/03/2020,Melillo-349205,"Tazza biansata. Argilla beige farinosa. Caratterizzata da orlo dritto, vasca carenata, fondo piatto, anse a nastro leggermente sopraelevate. Sbreccatura all'orlo; manca un'ansa. L'orlo ha un diametro di cm 7,5 e il piede un diametro di cm 3. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,595,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
18,,349203,121479,,09/03/2020,Melillo-349203,"Tazza biansata a vernice nera. Argilla beige, color rosso, vernice nera. Caratterizzata da orlo dritto, vasca poco profonda a profilo convesso, piede ad anello, anse a cordolo. Risparmiato e colorato il fondo del piede, ad eccezione di un cerchio centrale e di alcune sbavature. Vernice scrostata in più punti. L'orlo ha un diametro di cm 8 e il piede un diametro di cm 4,7. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,595,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
21,,349201,121483,,09/03/2020,Melillo-349201,"Oinochoe in stile Gnathia. Argilla beige, colore rosso, vernice nera, sovraddipintura in bianco e giallo. Caratterizzata da orlo trilobato, corpo ovoide, piede ad anello e ansa a cordolo. Sul collo, copia di linee parallele e motivo a meandro; sul corpo, pampini e grappoli alternati a viticci, sottesi a una linea orizzontale. Vernice scrostata in più punti con chiazze rossastre dovute a cottura imperfetta; sovraddipintura in alcuni punti evanida. Il piede ha un diametro di cm 4. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,547,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
22,,349204,121484,,09/03/2020,Melillo-349204,"Lekythos a vernice nera. Argilla beige scuro, ingubbiatura leggermente più scura, vernice nera. Caratterizzata da largo bocchino emisferico, corpo ovoide, piede ad anello, ansa annodata costituita da doppio bastoncello. Sul fondo coppia di linee e cerchio impressi. Risparmiati la parte centrale del fondo, l'anello di appoggio e la parte superiore del piede. Vernice leggermente scrostata. L'orlo ha un diametro di cm 6,7 e il piede un diametro di cm 5,2. Il reperto proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,537,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
23,,349200,121485,,09/03/2020,Melillo-349200,"Bottiglia apula a figure rosse. Argilla arancio, ingubbiatura, vernice nera, sovraddipintura in bainco e giallo. Caratterizzata da labbro estroflesso, sagomato, collo a profilo concavo, corpo ovoidale, piede ad anello sagomato. Sul collo sono raffigurati bastoncelli tra coppie di linee parallele; sulla spalla motivo a onda. Lato A: raffiurato Eros androgino seduto su pietre; indossa calzari, kekryphalos, stephane, collana, bandoliera, orecchini con pendente, perikarpia e periskelides. Con la mano destra regge una phiale, con la sinistra una corona da cui pende una tenia con lacci. il terreno è reso con una fila discontinua di punti. Nel campo: rosette, specchio, gruppi di tre punti. Sovraddipinti: i cazari, gli ornamenti, di Eros, i particolari, delle ali, gli attributi e gli elementi in campo. Lato B: grande palmetta tra tre girali con foglie sfrangiate interposte. In basso, linea continua. Restaurata, piccole lacune integrate. L'orlo ha un diametro di cm 5,1e il piede un diametro di cm 6,4. La bottiglia proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962. L'intero complesso tombale è databile agli ultimi decenni del IV secolo a.C., più precisamente intorno al decennio 330-320 a.C.",43,465,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,,330,320,1,
25,,349198,121487,,09/03/2020,Melillo-349198,"Bottone in argento, caratterizzato da una lamina ritagliata in forma discoidale. Lacunoso, superficie corrosa. La lamina costituiva la superficie anteriore di un bottone in materiale deperibile, forse legno. Sulla base del contesto il bottone è databile all'ultimo quarto del IV secolo a.C. Proviene dalla tomba 1 rinvenuta a Taranto in via Minniti il 18.09.1962.",1,4,1,7,8,108,Via Francesco Bruno,Ospedale civile SS. Annunziata,33,33,9,325,301,1,
28,,349206,133053,,09/03/2020,Melillo-349206,"Statuetta in terracotta policroma lavorata a tutto tondo. Rappresenta una figura femminile stante con capelli ricci annodati dietro la nuca, ornata di diadema tubolare e orecchini. Indossa un lungo e ricco chitone con himation che le lascia scoperto il seno sinistro. L'himation è avvolto anche intorno al braccio destro tenuto nel pugno stretto del medesimo braccio in modo da arrcchirne le pieghettature. Tracce di colore azzurro sul braccio sinistro. Testa restaurata. Proviene dalla tomba a camera n. 1 rinvenuta il 6 giugno 1968a Taranto in contrada Carmine, via Romagna angolo via Trentino nella proprietà del costruttore Vito Gattinari.",31,232,1,7,8,108,"Via Romagna, ang. Viale Trentino",,31,32,15,310,290,1,
36,,349207,110090,,09/03/2020,Melillo-349207,"Orecchino caratterizzato da navicella in doppia lamina d'oro, con ardiglione filiforme che si assottiglia verso l'estremità libera. Al centro è decorata verticalmente da un filo godronato tra due lisci, al lato dei quali si sviluppa simmetricamente una elaborata composizione vegetale in filigrana ed elementi a granulazione, formata da palmette, girali, fiori campanulati e rosette, che si ripete con alcune varianti sulla parte posteriore. La navicella è sormontata da due spirali ad ""S"" contrapposte, sulle quali è saldata una palmetta a ventaglio in lamina filigranata con rosetta centrale ad otto petali a margine perlinati e bottone rilevato. Alle estremità della navicella sono applicate due rosette formate da tre ordini sovrapposti di petali di numero e grandezza decrescenti (la più piccola con dieci petali, quella centrale con quindici, quella esterna con sedici), con sferetta centrale. Le due rosette mascherano l'innesto dell'ardiglione decorato da un giro di filo godronato tra due lisci, visibili solo sulla parte posteriore dell'orecchino. All'estremità della navicella, accanto alle rosette, sono saldate lateralmente due NIke in lamina stampata sedute e simmetricamente contrapposte. Hanno le lunghe ali distese al di sopra del capo, himation avvolto intorno ai fianchi e alle gambe e, in grembo, un cigno. Sotto le due figure, è presente una rosetta in lamina filigranata, a duplice giro di petali sovrapposti con bottone centrale rilevato (quella interna con otto petali, l'esterna con nove) e con anellino, attualmente privo di pendente, saldato sulla parte posteriore. Più in basso c'è una colomba in lamina stampata che circonda con il collo e la testa la parte inferiore della rosetta e poggia le zampe sulla navicella, sulla quale sono saldati due anellini in cui si inserisce una coppia di volutte doppie contrapposte, unite tra di loro e alla godronatura centrale dell'orecchino mediante una sferetta. Dalle spirali delle volute e da due anellini saldati sulla parte posteriore delle Nike pendono otto catenelle di maglia a treccia doppia, riunite in basso a coppie e con anellino terminale per la sospensione di quattro anforette, il cui attacco è mascherato da una rosetta a duplice giro di petali filigranati (quella interna con otto petali, l'esterna con nove) e con bottone centrale rilevato. Le anforette, in doppia lamina, hanno collarino liscio a profilo concavo, corpo decorato da losanghe incise con sferette ai vertici e baccellature verticali e due globetti decrescenti come puntale. L'attacco delle due catenelle centrali alle volute della spirale è mascherato da una rosetta ad otto petali in lamina filigranata e lo stesso elemento è applicato su due ganci laterali pendenti dalla spirale, ai quali sono sospese altre due anforette prive di collarino e ornate dalle sole baccellature. All'unione delle volute centrali della spirale è saldata una rosetta ad otto petali filigranati con bottone centrale rilevato; in uno dei due petali inferiori è inserito un anellino dal quale pende una palmetta in lamina filigranata, capovolta e recante sua parte posteriore un anello per l'aggancio del pendente centrale, costituito da un'anforetta di dimensioni maggiori rispetto alle altre quattro. Presentano ammaccature la parte inferiore sinistra del retro della navicella, le anforette pendenti e le lamine delle NIke e delle colombe. Piccola lacuna in uno dei petali della rosetta superiore destra e di quella inferiore centrale, sotto il braccio della Nike di destra, nell'anforetta superiore sinistra e in quella centrale. Mancano una sferetta tra le due spirali inferiori, i globetti terminali dell'anforetta esterna a destra ed il globetto inferiore della seconda da sinistra. La terza rosetta inferiore destra ha il globetto centrale spostato, probabilmente per errore di fattura. L'orecchino proviene dalla tomba 23 rinvenuta a Taranto il 22.02.1958, in via Umbria. Un'attenta osservazione dell'oggetto ha permesso di notare un'evidente differenza qualitativa nel rendimento dei elementi analoghi: il filo che orla i petali delle tre rosette , alle quali sono sospesi i due pendenti minori e la palmetta centrale, non è perlinato come nelle altre, ma liscio; l'avvolgimento delle spirali poste nella parte inferiore non è accurato come quello delle spirali superiori; la palmetta pendente è ritalgiata in maniera approssimativa ed è orlata da un filo liscio e non perlinato, a differneza di quella simile posta in alto; infine i tre pendenti centrali a forma di anforetta hanno le solcature meno accentuate e precise delle altre. Il colore stesso del metallo, inoltre, in tutti questi elementi è leggermente più chiaro rispetto al resto, a causa probabilmente di una percentuale diversa degli elementi che compongono la lega. Queste osservazioni, alle quali va ad aggiungersi la presenza sul retro delle Nike di due anellini di sospensione inutilizzati, renderebbero plausibile l'ipotesi che l'orecchino sia stato restaurato in antico e forse anche lievemente modificato rispetto al disegno originario. L'orecchino, rinvenuto sulla kine di una tomba a camera già depredata, è databile sulla base della ceramica ad esso associata alla seconda metà del IV secolo a.C.",4,42,1,7,9,108,Via Umbria,,33,33,5,350,301,2,
30,,349214,4667,,09/04/2020,Melillo-349214,"Lekythos ariballica apula a figure rosse nello stile midiaco. Il collo è ornato da bastoncelli, doppia fila di ovuli divisi da una fascia puntinata e da una sottostante zona di bastoncelli lunghi che terminano con grossi punti bianchi. Sulle spalle zona di ovuli e bastoncelli in bianco. Sotto l'ansa grosso trofeo di palmette e girali alternate a fiorellini resi anche con color bianco. Sotto fascia con meandri e riquadri crociati. A) La scena presenta una donna con stephane nei capelli. Indossa collane e braccialetti; è seduta su una sedia e tiene nella destra uno specchio. Ha il capo rivolto indietro e parla con un giovane laureato che, stante sulla sinistra si appoggia ad un bastone e tiene il manto sulle spalle. A sinistra è presente un'ancella che tiene uno specchio nella destra e un'arca nella sinistra. Decorazione curata e rifinita databile al IV secolo a.C. Non ci sono riferimenti sulla provenienza del reperto.",43,537,1,7,9,108,,,33,33,3,361,340,1,
31,,349217,40178,,09/04/2020,Melillo-349217,"Castone a scarabeo in calcedonio di color miele. Sul dorso: incisione ad angolo acuto ai margini esterni delle ali, al loro attacco con la linea dorsale che risulta decorata a tratteggio; analogo motivo ricorre sulle zampette e sulla base. Sulla faccia superficie piana: guerriero nudo armato di spada gradiente a sinistra. Sullo sfondo è raffigurato un cavallo privo di zampe. Cornice a tratteggio. Stile "" a globuli"". Foro passante lungo l'asse maggiore. Integro. Proviene dalla tomba 229 rinvenuta il 2.2.1929 nell'Arsenale militare. Datato nell'ultimo venticinquennio del IV secolo a.C.",59,866,1,7,9,108,Piazza Ammiraglio Pasquale Leonardi Cattolica,Arsenale militare,33,33,9,325,301,1,
